,text
594202,⚡️occupiers shelled a hospital in melitopol a shell hit the oncology department ukraine ukraine russia russiaukraineconflict
594208,"Khinshtein writes that if facebook eliminates all violations by first unblocking access to Russian media, restrictions will be lifted ukraine ukraina ukraina ukraina"
594378,please if anyone from odessa help my friend has not been in touch since yesterday his name is misha i don’t know his real name if suddenly someone knows he saw him please write odessa ukraine no stopthewar
594639,life in Kyiv returning home after a night in the subway you hear the sound of a siren means you need to go to the shelter again ukraine kyiv
594725,why are you so sure that they show us a lie russia russia stopwar
594758,ukraine odessa ukraine odessa in kharkiv they are talking very noisily and in nikolaev right now there are also battles I also heard that in an hour there will be an air raid in odessa I check the alarm suitcase and think where to go because I’m not sure about the bomb shelters that they even exist
594880,do not be silent no war ukraine stopwar nowar standwithukraine
594930,maybe this is the last time you see me alive what a terrible sentence ukrainerussia
595030,tight battle in melitopol occupiers shoot hospital ukraine russia russiaukraineconflict ukrainerussie warinukraine stopputin warukraine russiacountryaggressor
595085,useful links for survival in this situation thread no war ukrainerussia
595114,the next Budapest memorandum will be concluded in this way russia renounces nuclear weapons and the usa great britain and ukraine guarantee its sovereignty ukraine ukraineunderattack ukrainewillresist
595126,"sterlyazhnikovnews ukk kremlinrussia Putin himself was able to defeat the Wahhabis of Ichkeria only by gaining support among the Chechens who organized a militia led by Akhmat Kadyrov in support of the sun Russia, which prevents Putin from doing so in ukraine biden putinswar"
595279,"Russian propaganda stated that Kharkov is the easiest to take, they say, the inhabitants there love Russia and are waiting for this is how the Russian military was met in Kharkov Ukraine Kharkov ukraine kharkov russiaukraineconflict ukrainewar"
595388,the next Budapest memorandum will be concluded in this way russia renounces nuclear weapons and the usa great britain and ukraine guarantee its sovereignty ukraine ukraineunderattack ukrainewillresist
595479,"a new war has begun and journalists, activists and human rights activists in ukraine and russia can protect themselves from surveillance and censorship on the Internet using tor 🧵ukraine ukrainerussia"
595481,"enemy losses are announced every five minutes, but as I understand it, we have no losses where there is an actual situation at all ukraine kyiv"
595556,the next Budapest memorandum will be concluded in this way russia renounces nuclear weapons and the usa great britain and ukraine guarantee its sovereignty ukraine ukraineunderattack ukrainewillresist
595896,do not be silent no war ukraine stopwar nowar standwithukraine
596037,"a new war has begun and journalists, activists and human rights activists in ukraine and russia can protect themselves from surveillance and censorship on the Internet using tor 🧵ukraine ukrainerussia"
596298,the general staff of ukraine said that the ukrainian army recaptured the snake island ukraine ukraine
596312,❗️⚡️Ukrainian flags began to be removed in Zaporozhye ukraine ukraina ukraina ukraina
596619,"now they heard either shooting or explosions, some kind of sensation from the sea odessa I hope these are our ukraine ukraine russianinvasion ukrainewar russiaukraineconflict"
596702,the next Budapest memorandum will be concluded in this way russia renounces nuclear weapons and the usa great britain and ukraine guarantee its sovereignty ukraine ukraineunderattack ukrainewillresist
596842,Zelensky confirmed that he was in Kiev stopwar Ukraine Kyiv stoprussianaggression standwithukraine ukraine kyiv
597693,we also support these no war ukraine
597838,"a new war has begun and journalists, activists and human rights activists in ukraine and russia can protect themselves from surveillance and censorship on the Internet using tor 🧵ukraine ukrainerussia"
597960,"nasim taleb finds striking, in his words, analogies between the actions of Napoleon and Putin analogies, in my opinion, are superficial, okay, thanks for not hitler taleb putin"
598323,footage of the explosion in kharkiv ukrainerussia
598446,shooting and explosions in odessa news ukraine news ukraine
598622,the next Budapest memorandum will be concluded in this way russia renounces nuclear weapons and the usa great britain and ukraine guarantee its sovereignty ukraine ukraineunderattack ukrainewillresist
598673,"while the Russians are fighting with their garbage brothers, songs are singing this is Russia 🤦‍♀️ukraineinvasion putin russiaukrainewar nowar kyiv"
598899,odessa work air defense ukraine ukraine russianinvasion ukrainewar russiaukraineconflict
599034,“The runway of the aircraft plant in Kharkiv was shelled with cluster munitions” – Venediktov three cadets of the National Guard of Kharkiv were injured as a result of the shelling
599091,shooting and explosions in odessa news ukraine news ukraine
599129,"if we have the opportunity to bring the matter to the point of expressing no confidence in the government, I am trying to understand but I can’t figure it out anymore no war stopwar ukraine"
599242,don't panic ukraine ukrainerussia
599298,"hello, the photo was taken yesterday morning and now dns in hug raised the price of refrigerators for and more podolsk russia"
599480,sums under the control of ukraine military units of the defense defense remain in the city no one surrenders to the enemy reported in the military administration of the sumy ukraine russia russiaukraineconflict stopputin standwithukraine
599583,odessa work air defense ukraine ukraine russianinvasion ukrainewar russiaukraineconflict
599698,"Zelensky in Kiev, here's a proof, the president, with representatives of the ops and members of the government, recorded a video with a bank it is called that we have more questions here ukraine ukraina ukraina ukraina"
599704,the next Budapest memorandum will be concluded in this way russia renounces nuclear weapons and the usa great britain and ukraine guarantee its sovereignty ukraine ukraineunderattack ukrainewillresist
